5;225.07;0.07;0.70;1152380.25
10;201.49;0.05;0.63;2063211.33
15;142.52;0.04;0.27;2189141.21
20;96.99;0.05;0.28;1986449.19
25;79.56;0.04;0.10;2036725.49
30;65.00;0.04;0.14;1996864.00
35;54.91;0.04;0.18;1967961.83
40;47.94;0.03;0.06;1963736.38
