5;264.07;0.14;159.80
10;264.07;0.51;1951.50
15;264.07;0.53;2544.40
20;264.07;0.46;2745.40
25;264.07;0.47;2887.44
30;264.07;0.26;2946.40
35;264.07;0.31;3006.46
40;264.07;0.49;3083.00
