5;222.01;0.05;0.52;1136668.48
10;206.30;0.05;0.53;2112526.74
15;142.88;0.04;0.23;2194687.07
20;101.60;0.05;0.24;2080765.54
25;81.24;0.04;0.22;2079741.94
30;64.54;0.04;0.18;1982731.62
35;55.92;0.04;0.16;2004074.67
40;47.32;0.04;0.08;1938146.83
