5;264.07;0.03;0.04;1352050.41
10;264.07;0.50;32.18;2704100.81
15;264.07;0.52;42.44;4056151.22
20;264.07;0.42;45.54;5408201.62
25;264.07;0.52;48.35;6760252.03
30;264.07;0.22;48.78;8112302.43
35;264.07;0.29;50.45;9464352.84
40;264.07;0.46;51.43;10816403.24
