5;15.23;219.77;0.04;0
10;8.00;222.50;0.04;31
15;17.89;149.20;0.04;0
20;17.49;21.56;0.01;0
25;3.16;17.88;0.01;0
30;3.16;126.42;0.07;11
35;9.00;18.70;0.02;0
40;6.00;18.11;0.02;0
