5;264.07;0.02;0.03;1352050.41
10;264.07;0.51;33.69;2704100.81
15;264.07;0.49;41.76;4056151.22
20;264.07;0.37;45.50;5408201.62
25;264.07;0.30;47.17;6760252.03
30;264.07;0.42;49.63;8112302.43
35;264.07;0.38;50.55;9464352.84
40;264.07;0.52;51.06;10816403.24
