5;264.07;0.03;0.06;1352050.41
10;264.07;0.50;32.70;2704100.81
15;264.07;0.49;42.21;4056151.22
20;264.07;0.55;46.31;5408201.62
25;264.07;0.31;47.97;6760252.03
30;264.07;0.49;49.81;8112302.43
35;264.07;0.38;50.69;9464352.84
40;264.07;0.26;51.21;10816403.24
