5;264.07;0.02;0.11;1352050.41
10;264.07;0.51;33.83;2704100.81
15;264.07;0.53;41.85;4056151.22
20;264.07;0.57;46.26;5408201.62
25;264.07;0.51;48.25;6760252.03
30;264.07;0.40;49.82;8112302.43
35;264.07;0.32;50.54;9464352.84
40;264.07;0.50;51.55;10816403.24
