5;220.46;0.07;0.38;1128736.76
10;199.59;0.05;0.63;2043752.21
15;133.93;0.04;0.34;2057108.88
20;90.25;0.05;0.15;1848387.58
25;75.72;0.04;0.30;1938394.12
30;62.05;0.04;0.14;1906251.22
35;55.22;0.03;0.06;1979148.02
40;45.19;0.04;0.04;1851136.49
