5;222.14;0.07;0.47;1137364.14
10;206.58;0.05;0.48;2115362.77
15;141.34;0.04;0.37;2170961.62
20;100.91;0.04;0.19;2066673.50
25;75.94;0.04;0.20;1944141.73
30;59.24;0.04;0.06;1819860.48
35;52.94;0.04;0.05;1897376.32
40;43.96;0.04;0.03;1800620.91
