5;264.07;0.03;0.20;1352050.41
10;264.07;0.51;33.94;2704100.81
15;264.07;0.53;41.75;4056151.22
20;264.07;0.46;46.32;5408201.62
25;264.07;0.48;48.43;6760252.03
30;264.07;0.45;49.70;8112302.43
35;264.07;0.52;50.86;9464352.84
40;264.07;0.25;50.65;10816403.24
