5;62.37;264.07;0.04;6
10;56.04;264.07;0.53;2430
15;61.72;264.07;0.58;3014
20;63.64;264.07;0.59;3038
25;66.48;264.07;0.00;3366
30;68.59;264.07;0.61;3065
35;62.01;264.07;0.63;3080
40;65.95;264.07;0.00;3366
