5;264.07;0.02;0.04;1352050.41
10;264.07;0.50;32.42;2704100.81
15;264.07;0.45;41.85;4056151.22
20;264.07;0.34;45.29;5408201.62
25;264.07;0.49;48.33;6760252.03
30;264.07;0.47;49.79;8112302.43
35;264.07;0.38;50.66;9464352.84
40;264.07;0.27;51.15;10816403.24
