5;50.99;225.38;0.07;80
10;60.46;182.31;0.03;31
15;51.48;74.89;0.04;26
20;60.31;132.21;0.07;11
25;54.59;62.61;0.04;0
30;59.36;61.52;0.05;3
35;55.80;34.21;0.04;0
40;60.22;37.59;0.04;8
