5;224.56;0.06;0.86;1149737.82
10;205.62;0.05;0.56;2105505.68
15;141.99;0.04;0.23;2180949.58
20;91.92;0.05;0.38;1882535.39
25;76.81;0.04;0.18;1966364.62
30;63.72;0.04;0.10;1957445.88
35;53.46;0.04;0.05;1916167.21
40;46.93;0.04;0.09;1922232.13
