5;264.07;0.03;3.60
10;264.07;0.51;2027.90
15;264.07;0.34;2385.87
20;264.07;0.43;2715.60
25;264.07;0.48;2909.60
30;264.07;0.33;2968.93
35;264.07;0.31;3041.31
40;264.07;0.40;3090.95
