5;11.18;220.99;0.07;16
10;17.00;215.14;0.04;17
15;5.00;108.37;0.03;6
20;13.15;115.23;0.06;0
25;8.25;67.98;0.07;22
30;13.04;48.75;0.03;0
35;2.83;106.78;0.06;40
40;12.21;20.35;0.01;0
