5;220.80;0.06;0.22;1130504.98
10;205.02;0.05;0.51;2099417.72
15;135.97;0.05;0.49;2088497.78
20;100.07;0.04;0.22;2049462.88
25;80.36;0.04;0.22;2057327.14
30;66.61;0.04;0.07;2046405.80
35;52.47;0.04;0.09;1880600.76
40;46.84;0.04;0.10;1918497.97
