5;222.00;0.07;12.20
10;174.05;0.05;11.50
15;110.47;0.07;4.20
20;81.64;0.05;1.90
25;59.72;0.06;2.52
30;48.07;0.06;0.70
35;38.63;0.06;0.57
40;36.59;0.04;1.38
