5;56.94;223.67;0.14;48
10;60.14;168.73;0.05;11
15;69.30;46.56;0.04;1
20;54.56;34.80;0.04;2
25;67.21;8.03;0.06;0
30;65.19;58.57;0.07;10
35;55.17;16.14;0.03;0
40;66.53;19.27;0.05;0
