5;208.07;0.11;1.60
10;159.71;0.06;11.00
15;99.08;0.07;8.27
20;76.70;0.07;3.30
25;53.21;0.07;1.76
30;38.67;0.06;0.60
35;41.67;0.05;0.40
40;33.90;0.07;1.00
