5;232.40;0.09;0.00
10;170.30;0.08;13.10
15;100.27;0.06;5.93
20;72.83;0.08;2.05
25;55.74;0.06;1.80
30;42.73;0.09;1.20
35;38.21;0.06;1.14
40;30.98;0.06;0.35
