5;62.01;264.21;0.03;2
10;63.66;264.21;0.52;512
15;53.85;264.21;0.57;629
20;63.70;264.21;0.59;656
25;65.76;264.21;0.60;662
30;60.80;264.21;0.80;688
35;63.25;264.21;0.00;726
40;63.66;264.21;0.53;609
