5;264.21;0.04;2.40
10;264.21;0.50;418.00
15;264.21;0.53;543.93
20;264.21;0.42;598.40
25;264.21;0.56;622.76
30;264.21;0.41;641.37
35;264.21;0.32;654.37
40;264.21;0.47;664.75
