5;57.98;264.21;0.04;0
10;62.29;264.21;0.53;536
15;53.26;264.21;0.55;614
20;62.94;264.21;0.00;726
25;54.92;264.21;0.58;678
30;60.31;264.21;0.00;726
35;61.40;264.21;0.77;722
40;61.52;264.21;0.00;726
