5;264.21;0.04;3.40
10;264.21;0.50;405.30
15;264.21;0.48;535.33
20;264.21;0.53;594.55
25;264.21;0.36;618.92
30;264.21;0.37;642.07
35;264.21;0.26;645.94
40;264.21;0.52;664.17
