5;264.21;0.02;0.40
10;264.21;0.50;426.80
15;264.21;0.53;545.60
20;264.21;0.49;594.70
25;264.21;0.49;619.92
30;264.21;0.60;645.43
35;264.21;0.28;652.26
40;264.21;0.49;664.58
