5;224.30;0.12;46.40
10;182.14;0.06;17.60
15;115.72;0.06;5.53
20;76.76;0.07;2.90
25;60.93;0.07;1.68
30;47.29;0.07;1.20
35;39.81;0.04;0.80
40;31.25;0.05;2.73
