5;264.21;0.02;0.40
10;264.21;0.51;465.10
15;264.21;0.52;540.60
20;264.21;0.49;592.60
25;264.21;0.45;622.36
30;264.21;0.59;642.17
35;264.21;0.44;653.09
40;264.21;0.47;664.38
