5;264.21;0.05;0.80
10;264.21;0.50;420.70
15;264.21;0.49;536.33
20;264.21;0.42;595.40
25;264.21;0.52;623.28
30;264.21;0.33;639.37
35;264.21;0.23;644.69
40;264.21;0.30;659.58
