5;214.79;0.14;0.00
10;150.49;0.08;12.70
15;102.57;0.06;6.20
20;77.34;0.06;2.60
25;51.64;0.07;1.56
30;46.06;0.06;1.23
35;39.34;0.07;0.74
40;33.85;0.06;0.62
