5;218.41;0.06;12.60
10;151.04;0.08;7.90
15;104.62;0.07;3.07
20;73.21;0.06;5.50
25;54.41;0.06;1.68
30;45.63;0.05;3.17
35;39.38;0.07;0.94
40;31.37;0.06;0.88
