5;264.21;0.08;5.80
10;264.21;0.50;412.10
15;264.21;0.53;552.40
20;264.21;0.42;597.65
25;264.21;0.43;622.76
30;264.21;0.39;639.27
35;264.21;0.30;650.89
40;264.21;0.43;665.60
