5;264.21;0.03;1.00
10;264.21;0.50;431.10
15;264.21;0.53;553.87
20;264.21;0.43;592.80
25;264.21;0.39;615.08
30;264.21;0.54;641.30
35;264.21;0.45;658.23
40;264.21;0.33;660.85
