5;62.01;219.12;0.09;0
10;63.66;129.34;0.05;39
15;53.85;102.66;0.07;13
20;63.70;32.69;0.03;0
25;65.76;79.49;0.07;10
30;60.80;133.69;0.13;0
35;63.25;3.41;0.07;0
40;63.66;41.91;0.04;2
