5;264.21;0.03;0.40
10;264.21;0.50;416.40
15;264.21;0.52;543.47
20;264.21;0.48;595.90
25;264.21;0.47;621.80
30;264.21;0.44;641.73
35;264.21;0.46;658.14
40;264.21;0.46;667.23
