5;264.21;0.04;2.40
10;264.21;0.50;403.30
15;264.21;0.53;558.93
20;264.21;0.52;593.30
25;264.21;0.32;621.16
30;264.21;0.40;636.23
35;264.21;0.54;657.31
40;264.21;0.42;662.70
