5;221.28;0.07;11.00
10;150.94;0.09;10.00
15;116.76;0.06;10.80
20;80.50;0.07;2.10
25;62.15;0.05;2.32
30;49.54;0.06;1.17
35;37.10;0.05;0.54
40;29.52;0.07;0.57
