5;224.43;0.09;24.60
10;173.94;0.06;13.70
15;96.18;0.07;4.00
20;68.94;0.08;1.60
25;56.90;0.09;2.76
30;45.07;0.08;0.60
35;35.61;0.07;1.09
40;31.26;0.05;1.50
