5;223.75;0.15;0.00
10;189.94;0.06;42.00
15;111.64;0.07;3.07
20;75.10;0.07;1.15
25;59.54;0.06;1.68
30;52.79;0.06;0.77
35;39.06;0.06;1.34
40;32.02;0.06;0.25
