5;221.06;0.11;41.80
10;155.61;0.08;9.90
15;97.47;0.09;1.53
20;72.72;0.06;3.10
25;58.12;0.07;0.96
30;40.27;0.07;1.33
35;38.15;0.06;1.31
40;31.04;0.06;0.20
