5;225.70;0.11;52.60
10;179.16;0.06;13.70
15;107.44;0.08;1.53
20;84.11;0.06;5.60
25;56.18;0.06;1.60
30;47.81;0.06;0.77
35;36.82;0.05;0.54
40;31.91;0.06;1.02
