5;228.95;0.10;53.00
10;188.68;0.06;24.70
15;105.78;0.06;5.47
20;82.32;0.06;3.95
25;53.97;0.07;1.60
30;47.59;0.05;1.07
35;41.24;0.05;1.51
40;36.62;0.06;0.50
