5;27.20;264.21;0.03;2
10;5.00;264.21;0.48;215
15;16.49;264.21;0.49;420
20;4.47;264.21;0.48;338
25;16.03;264.21;0.00;726
30;1.00;264.21;0.49;458
35;6.40;264.21;0.00;726
40;6.08;264.21;0.00;726
