5;26.00;264.21;0.02;0
10;22.80;264.21;0.48;327
15;12.08;264.21;0.49;375
20;9.85;264.21;0.49;391
25;15.30;264.21;0.48;432
30;9.22;264.21;0.49;450
35;3.16;264.21;0.49;385
40;7.00;264.21;0.00;726
