5;224.44;0.11;14.60
10;172.08;0.09;10.10
15;109.82;0.07;2.60
20;87.40;0.05;6.50
25;58.47;0.05;1.48
30;47.62;0.07;2.10
35;37.13;0.05;1.17
40;33.76;0.05;1.50
