5;264.21;0.02;1.60
10;264.21;0.50;412.70
15;264.21;0.52;526.00
20;264.21;0.36;587.60
25;264.21;0.59;623.00
30;264.21;0.50;638.20
35;264.21;0.30;653.43
40;264.21;0.39;665.52
