5;220.93;0.10;29.20
10;171.65;0.08;9.80
15;108.80;0.06;3.13
20;80.75;0.05;5.45
25;58.19;0.05;1.84
30;43.39;0.06;1.43
35;39.70;0.06;1.51
40;36.82;0.05;0.35
