5;264.21;0.05;1.40
10;264.21;0.50;429.20
15;264.21;0.48;535.47
20;264.21;0.45;588.65
25;264.21;0.41;620.24
30;264.21;0.53;645.20
35;264.21;0.44;654.54
40;264.21;0.47;664.00
