5;16.12;220.68;0.03;0
10;23.60;187.32;0.06;8
15;16.12;169.16;0.14;0
20;17.20;205.64;0.06;0
25;8.00;34.75;0.05;0
30;7.07;22.34;0.03;0
35;7.00;25.27;0.04;0
40;5.39;21.79;0.02;0
