5;264.21;0.04;1.60
10;264.21;0.50;430.40
15;264.21;0.53;544.33
20;264.21;0.51;602.35
25;264.21;0.43;620.96
30;264.21;0.38;635.63
35;264.21;0.36;653.60
40;264.21;0.23;660.73
