5;223.79;0.11;26.40
10;157.19;0.08;9.40
15;102.32;0.07;4.47
20;66.65;0.09;3.10
25;48.88;0.06;0.96
30;49.05;0.06;0.77
35;36.02;0.06;0.80
40;32.39;0.06;0.10
