5;264.21;0.06;3.20
10;264.21;0.50;416.20
15;264.21;0.49;531.80
20;264.21;0.43;598.00
25;264.21;0.45;618.92
30;264.21;0.43;642.23
35;264.21;0.28;651.26
40;264.21;0.52;664.15
