5;264.21;0.02;0.80
10;264.21;0.50;424.00
15;264.21;0.45;516.07
20;264.21;0.49;595.95
25;264.21;0.55;632.24
30;264.21;0.44;642.93
35;264.21;0.50;651.97
40;264.21;0.20;660.00
