5;220.15;0.07;0.00
10;178.93;0.05;17.20
15;108.15;0.07;4.47
20;76.54;0.06;3.95
25;56.70;0.06;2.84
30;47.58;0.05;1.30
35;38.34;0.06;1.54
40;32.82;0.05;0.85
