5;210.78;0.14;35.00
10;157.60;0.07;3.50
15;105.74;0.07;3.20
20;71.16;0.07;3.25
25;49.85;0.06;2.96
30;39.19;0.07;0.57
35;38.61;0.06;0.43
40;30.12;0.06;0.78
