5;225.19;0.10;36.00
10;192.34;0.07;9.70
15;115.13;0.07;6.60
20;79.97;0.05;6.20
25;58.46;0.06;1.20
30;45.61;0.06;0.80
35;40.55;0.07;1.86
40;34.80;0.06;1.23
