5;264.21;0.04;0.60
10;264.21;0.50;428.00
15;264.21;0.45;529.73
20;264.21;0.46;596.15
25;264.21;0.37;617.64
30;264.21;0.38;640.10
35;264.21;0.35;654.20
40;264.21;0.46;662.10
