5;207.84;0.10;26.80
10;163.24;0.09;5.90
15;107.87;0.05;3.40
20;70.00;0.08;3.50
25;57.30;0.07;1.32
30;41.41;0.06;0.67
35;37.82;0.06;0.51
40;33.43;0.06;0.65
